meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2024-09-23,33932,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33934,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33952,7:45 p.m. - 7:55 p.m. - Conservation and Sustainability Commission Presentation of the Eco-Efficient Homes Award to Select Recipients by the Conservation and Sustainability Commission,"Environment, Trees & Sustainability",,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,34018,Proclamation for Fire Prevention Week,Proclamations & Recognitions,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33935,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33936,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33937,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33938,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33939,Closed Session Report,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33950,Closed Session Report,Procedural,7 Aye,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33941,8:00 p.m. - 8:05 p.m. Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33943,Request to award a contract for the renovation of the vehicle wash facility at Northside Property Yard,Town Facilities & Property,7 Aye,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33946,Renewal of Maintenance Agreement with Tyler Technologies,Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33942,Regular Business,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33944,"8:05 p.m. - 8:35 p.m. - Request For Approval of a Lot Line Adjustment for Lot 0382 02 0046, Located At 300 Glyndon Street, NE, In the PR Parks And Recreation Zoning District.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33945,"8:35 p.m. - 9:05 p.m. - Recommendation to the Town Council on a Final Plat for a Proposed Lot Consolidation of Two Lots into one at 841 Ninovan Road, SE, In The RS-10 Residential Single-Unit, 10,000 Sq. Ft. Zone.","Land Use, Zoning & Development","1 Nay, 6 Aye",https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33951,Closed Session Report,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33949,9:05 p.m. - 9:35 p.m. - Second Closed Session Report,Procedural,7 Aye,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33947,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33985,Adjourn into Work Session,Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-23,33948,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2024-09-23.html
2024-09-09,33732,Invocation: Councilmember Ray Brill,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33733,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33734,Roll Call,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33735,Acceptance of the Minutes:,Minutes,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33752,"Acceptance of the Work Session Minutes of July 8, 2024 and the Regular Council Meeting Minutes of August 26, 2024",Minutes,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33736,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33738,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33753,7:45 p.m. - 7:50 p.m. - Proclamation for Suicide Prevention Week,Proclamations & Recognitions,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33779,7:50 p.m. - 7:55 p.m -Proclamation for 9/11,Proclamations & Recognitions,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33739,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33740,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33741,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33742,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33810,Closed Session Report,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33759,8:10 p.m. - 8:15 p.m. Consent Agenda,Consent Agenda,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33747,"Approval request for spending $209,000.00 with A&M Concrete Corporation for construction of a Robinson Trust Sidewalk Project on Frederick Street, SW, from Tapawingo to Kingsley roads.","Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33748,"Approval request for spending $363,500.00 with Sagres Construction Corporation for construction of a Robinson Trust Sidewalk Project at Kingsley Road, SE from De Sale Street to Park Street.",Parks & Recreation,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33751,Request to approve Freeman Store & Museum and Little Library Museum Lease Renewal Agreement,"Community, Arts & Events",,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33746,Regular Business,Procedural,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33760,None,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33811,Second Closed Session Report,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33754,Meeting Adjournment,Procedural,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33764,Adjourn into Work Session,Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-09-09,33755,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2024-09-09.html
2024-08-26,33643,Invocation:,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33644,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33645,Roll Call,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33646,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33661,"Acceptance of the Regular Council Meeting Minutes of July 8, 2024",Minutes,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33647,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33649,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33660,7:45 p.m. - 7:50 p.m. - Proclamation For Constitution Week,Proclamations & Recognitions,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33668,7:50 p.m. - 8:20 p.m. -Economic Development Department Quarterly Update,Economic Development,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33650,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33651,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33652,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33653,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33654,Closed Session Report,Procedural,7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33656,Consent Agenda 8:20 p.m. - 8:30 p.m.,Consent Agenda,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33659,"Award of IFB 24-30 for On Call Asphalt Milling, Overlay & Traffic Marking to Arthur Construction (Primary) and Brothers Paving & Concrete (Secondary) and request for FY25 spending","Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33666,Set a Public Hearing on 2024-25 Supplemental Appropriations (Carryforwards),"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33670,"Set a Public Hearing to Amend Town Code Definition and Application Of Meals Taxes at Special Events for the Nov. 16, 2024 Council Meeting.","Budget, Taxes & Finance",,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33671,"Request approval with SHI for the continued use of Microsoft Office 365 product, application suite, and annual support services.",Contracts & Purchasing,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33657,Regular Business,Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33658,"8:30 p.m. - 8:45 p.m. - Request to Award a Purchase Order to Accu-Steel, Inc. for the fabrication and installation of Canopy Covered Stockpile Bins at the Northside Property Yard","Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33664,"8:45 p.m. 9:15 p.m. - Request award of IFB 24-01 to KBS Earthworks, Inc. for the Bear Branch - Southside Park Stream Restoration construction project","Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33665,"9:15 p.m.- 9:45 p.m. - Award of RFP 24-19, 1st Floor Town Hall Renovation - Architectural Drawings for Construction",Town Facilities & Property,7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33669,Request Approval to Amend Town Business Liaison Committee Resolution & Bylaws,Economic Development,7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33662,"Approve Spending Increase for Final Progress Billing with Franco’s Liberty Bridge, Inc.  for Construction of the Freeman Store Pedestrian Bridge Replacement","Streets, Sidewalks & Transportation","1 Nay, 6 Aye",https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33663,Request approval to purchase FY25 Vehicle Replacement Program (VRP) vehicles/equipment.,Contracts & Purchasing,"1 Nay, 6 Aye",https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33667,"Approval To Publish a List of Delinquent Real Estate Tax Payments as of Aug. 26, 2024","Budget, Taxes & Finance","1 Nay, 6 Aye",https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33688,Second Closed Session,Procedural,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33672,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2024-08-26.html
2024-08-26,33673,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2024-08-26.html
2024-07-08,33482,"Invocation: Reverend Brenda Burns, Vienna Assembly of God",Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33483,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33484,Roll Call,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33485,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33513,"Acceptance of the Regular Council Meeting Minutes of June 3, 2024",Minutes,"2 Absent, 5 Aye",https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33486,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33488,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33497,7:45 p.m. - 8:00 p.m.  Proclamation for National Parks & Recreation Month,Proclamations & Recognitions,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33501,8:00 p.m. - 8:15 p.m.  Presentation from Fire Chief John Morrisson regarding Emergency Vehicle Preemption (EVP) system that has been installed.,Public Safety,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33489,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33490,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33491,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33492,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33493,Closed Session Report,Procedural,"2 Absent, 5 Aye",https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33495,8:15 p.m.- 8:30 p.m. Consent Agenda,Consent Agenda,"2 Absent, 5 Aye",https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33498,Approve Two Agreements to Execute Culinary Careers Collaborative Workforce Program (MOA & MOU),Contracts & Purchasing,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33499,Approve Town Manager Contract,Governance & Administration,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33500,Approval of the payment to Tyler Technologies for the standard software maintenance agreement (SSMA) for the Vienna Police Department.,Public Safety,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33502,FY 2025 funding of additional contracts issued by other jurisdictions.,Contracts & Purchasing,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33503,Request to Award IFB 24-12 to Sagres Construction Corporation (Primary) and A&M Concrete Corporation (Secondary) for On-Call Roadway Maintenance and request for FY25 spending,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33510,Request to adopt 2025 Vienna Town Council meeting schedule for inclusion in the 2025 Town calendar.,Governance & Administration,,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33504,Request award of IFB 24-28 for Pavement Marking as needed to Resurface Inc. and request FY25 spending,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33505,"Request to Award RFP 24-16 for On-Call Environmental Professional Services to WSP USA Environment & Infrastructure, Inc., and Request for FY25 Spending","Environment, Trees & Sustainability",,https://viennavadata.org/meeting/2024-07-08.html
2024-07-08,33496,Regular Business,Procedural,,https://viennavadata.org/meeting/2024-07-08.html
